Core, 0
Cumulative Cycles, 15462352            
Cumulative Instructions, 20000002            
Cumulative IPC, 1.29346
Periodic Cycles, 7641307             
Periodic Instructions, 9999997             
Periodic IPC, 1.30868

ICACHE_MISS_count,             8
ICACHE_MISS_pct,        0.012
ICACHE_MISS_total_count,           173
ICACHE_MISS_total_pct,        0.125

ICACHE_HIT_count,         66925
ICACHE_HIT_pct,       99.988
ICACHE_HIT_total_count,        138562
ICACHE_HIT_total_pct,       99.875
ICACHE_HIT_sum_count,         66933
ICACHE_HIT_sum_pct,      100.000
ICACHE_HIT_sum_total_count,        138735
ICACHE_HIT_sum_total_pct,      100.000
ICACHE_HIT_mean,         1.00
ICACHE_HIT_stddev,         1.00
ICACHE_HIT_total_mean,         1.00
ICACHE_HIT_total_stddev,         1.00

ICACHE_MISS_ONPATH_count,             4
ICACHE_MISS_ONPATH_pct,       50.000
ICACHE_MISS_ONPATH_total_count,            99
ICACHE_MISS_ONPATH_total_pct,       57.225

ICACHE_MISS_OFFPATH_count,             4
ICACHE_MISS_OFFPATH_pct,       50.000
ICACHE_MISS_OFFPATH_total_count,            74
ICACHE_MISS_OFFPATH_total_pct,       42.775
ICACHE_MISS_OFFPATH_sum_count,             8
ICACHE_MISS_OFFPATH_sum_pct,      100.000
ICACHE_MISS_OFFPATH_sum_total_count,           173
ICACHE_MISS_OFFPATH_sum_total_pct,      100.000
ICACHE_MISS_OFFPATH_mean,         0.50
ICACHE_MISS_OFFPATH_stddev,         0.53
ICACHE_MISS_OFFPATH_total_mean,         0.43
ICACHE_MISS_OFFPATH_total_stddev,         0.47

ICACHE_MISS_NOT_PREFETCHED_count,             0
ICACHE_MISS_NOT_PREFETCHED_pct,        0.000
ICACHE_MISS_NOT_PREFETCHED_total_count,            22
ICACHE_MISS_NOT_PREFETCHED_total_pct,       13.253

ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_count,             0
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_pct,        0.000
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_total_count,             0
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_total_pct,        0.000

ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_count,             0
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_pct,        0.000
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_total_count,             0
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_total_pct,        0.000

ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_count,             4
ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_pct,       50.000
ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_total_count,            77
ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_total_pct,       46.386

ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_count,             4
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_pct,       50.000
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_total_count,            67
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_total_pct,       40.361
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_sum_count,             8
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_sum_pct,      100.000
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_sum_total_count,           166
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_sum_total_pct,      100.000
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_mean,         3.50
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_stddev,         2.70
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_total_mean,         3.01
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_total_stddev,         2.02

ICACHE_HIT_ONPATH_count,         33056
ICACHE_HIT_ONPATH_pct,       49.393
ICACHE_HIT_ONPATH_total_count,         68747
ICACHE_HIT_ONPATH_total_pct,       49.615

ICACHE_HIT_OFFPATH_count,         33869
ICACHE_HIT_OFFPATH_pct,       50.607
ICACHE_HIT_OFFPATH_total_count,         69815
ICACHE_HIT_OFFPATH_total_pct,       50.385
ICACHE_HIT_OFFPATH_sum_count,         66925
