Scarab gitrev: 3541854
Scarab started at Mon Oct  7 06:55:46 2024

Initialized Ramulator. 
** Heartbeat:   5% -- { 1000000 } -- 0.00 KIPS (45.45 KIPS)
** Heartbeat:  10% -- { 2000000 } -- 43.48 KIPS (44.44 KIPS)
** Heartbeat:  15% -- { 3000000 } -- 45.45 KIPS (44.78 KIPS)
** Heartbeat:  20% -- { 4000000 } -- 43.48 KIPS (44.44 KIPS)
** Heartbeat:  25% -- { 5000000 } -- 45.45 KIPS (44.64 KIPS)
** Heartbeat:  30% -- { 6000000 } -- 43.48 KIPS (44.44 KIPS)
** Heartbeat:  35% -- { 7000000 } -- 45.45 KIPS (44.59 KIPS)
** Heartbeat:  40% -- { 8000000 } -- 43.48 KIPS (44.44 KIPS)
** Heartbeat:  45% -- { 9000000 } -- 45.45 KIPS (44.55 KIPS)
** Heartbeat:  50% -- { 10000000 } -- 45.45 KIPS (44.64 KIPS)
** Heartbeat:  55% -- { 11000000 } -- 43.48 KIPS (44.53 KIPS)
** Heartbeat:  60% -- { 12000000 } -- 43.48 KIPS (44.44 KIPS)
** Heartbeat:  65% -- { 13000000 } -- 43.48 KIPS (44.37 KIPS)
** Heartbeat:  70% -- { 14000000 } -- 43.48 KIPS (44.30 KIPS)
** Heartbeat:  75% -- { 15000000 } -- 43.48 KIPS (44.25 KIPS)
** Heartbeat:  80% -- { 16000000 } -- 45.45 KIPS (44.32 KIPS)
** Heartbeat:  85% -- { 17000000 } -- 45.45 KIPS (44.39 KIPS)
** Heartbeat:  90% -- { 18000000 } -- 43.48 KIPS (44.33 KIPS)
** Heartbeat:  95% -- { 19000000 } -- 43.48 KIPS (44.29 KIPS)
** Heartbeat: 100% -- { 20000000 } -- 45.45 KIPS (44.35 KIPS)
** Core 0 Finished:    insts:20000000    cycles:80009448    time:25002952500000      -- 0.25 IPC (0.25 IPC) --  N/A  KIPS (44.35 KIPS)
Scarab finished at Mon Oct  7 07:03:18 2024

